spp,CommonName,Source,PrimerNote,Country,Site,lat_deg,lat_min,lat_sec,lon_deg,lon_min,lon_sec,CollectionYear,NumMarkers,MarkerName,CrossSpp,n,Repeat,He,Hese,Notes
Scomberomorus niphonius,Japanese Spanish mackerel,Nakajima et al. (2014) Can. J. Fish. Aquat. Sci. 71:301-314,0,Japan,Shibushi Bay,31.379729,,,131.116519,,,2005,1,Sni24,1,121,2,0.816,,geo coordinates pulled from place name
Scomberomorus niphonius,Japanese Spanish mackerel,Nakajima et al. (2014) Can. J. Fish. Aquat. Sci. 71:301-314,0,Japan,Shibushi Bay,31.379729,,,131.116519,,,2005,1,Sni26,1,121,2,0.883,,geo coordinates pulled from place name
Scomberomorus niphonius,Japanese Spanish mackerel,Nakajima et al. (2014) Can. J. Fish. Aquat. Sci. 71:301-314,0,Japan,Kasasa,31.442499,,,130.114159,,,2005,1,Sni21,1,98,2,0.585,,geo coordinates pulled from place name
Scomberomorus niphonius,Japanese Spanish mackerel,Nakajima et al. (2014) Can. J. Fish. Aquat. Sci. 71:301-314,0,Japan,Kasasa,31.442499,,,130.114159,,,2005,1,Sni24,1,98,2,0.823,,geo coordinates pulled from place name
Scomberomorus niphonius,Japanese Spanish mackerel,Nakajima et al. (2014) Can. J. Fish. Aquat. Sci. 71:301-314,0,Japan,Kasasa,31.442499,,,130.114159,,,2005,1,Sni26,1,98,2,0.879,,geo coordinates pulled from place name
Scomberomorus niphonius,Japanese Spanish mackerel,Nakajima et al. (2014) Can. J. Fish. Aquat. Sci. 71:301-314,0,Japan,Kasasa,31.442499,,,130.114159,,,2005,1,Sni29,1,98,2,0.799,,geo coordinates pulled from place name
Scomberomorus niphonius,Japanese Spanish mackerel,Nakajima et al. (2014) Can. J. Fish. Aquat. Sci. 71:301-314,0,Japan,Goto,32.736907,,,128.822954,,,2005,1,Sni13,1,152,2,0.615,,geo coordinates pulled from place name
Scomberomorus niphonius,Japanese Spanish mackerel,Nakajima et al. (2014) Can. J. Fish. Aquat. Sci. 71:301-314,0,Japan,Goto,32.736907,,,128.822954,,,2005,1,Sni21,1,152,2,0.524,,geo coordinates pulled from place name
Scomberomorus niphonius,Japanese Spanish mackerel,Nakajima et al. (2014) Can. J. Fish. Aquat. Sci. 71:301-314,0,Japan,Goto,32.736907,,,128.822954,,,2005,1,Sni24,1,152,2,0.842,,geo coordinates pulled from place name
Scomberomorus niphonius,Japanese Spanish mackerel,Nakajima et al. (2014) Can. J. Fish. Aquat. Sci. 71:301-314,0,Japan,Goto,32.736907,,,128.822954,,,2005,1,Sni29,1,152,2,0.856,,geo coordinates pulled from place name
Scomberomorus niphonius,Japanese Spanish mackerel,Nakajima et al. (2014) Can. J. Fish. Aquat. Sci. 71:301-314,0,South Korea,Busan,35.095424,,,129.078035,,,2006,1,Sni13,1,93,2,0.684,,geo coordinates pulled from place name
Scomberomorus niphonius,Japanese Spanish mackerel,Nakajima et al. (2014) Can. J. Fish. Aquat. Sci. 71:301-314,0,South Korea,Busan,35.095424,,,129.078035,,,2006,1,Sni21,1,93,2,0.557,,geo coordinates pulled from place name
Scomberomorus niphonius,Japanese Spanish mackerel,Nakajima et al. (2014) Can. J. Fish. Aquat. Sci. 71:301-314,0,South Korea,Busan,35.095424,,,129.078035,,,2006,1,Sni24,1,93,2,0.863,,geo coordinates pulled from place name
Scomberomorus niphonius,Japanese Spanish mackerel,Nakajima et al. (2014) Can. J. Fish. Aquat. Sci. 71:301-314,0,South Korea,Busan,35.095424,,,129.078035,,,2006,1,Sni26,1,93,2,0.88,,geo coordinates pulled from place name
Scomberomorus niphonius,Japanese Spanish mackerel,Nakajima et al. (2014) Can. J. Fish. Aquat. Sci. 71:301-314,0,South Korea,Busan,35.095424,,,129.078035,,,2006,1,Sni29,1,93,2,0.831,,geo coordinates pulled from place name
Scomberomorus niphonius,Japanese Spanish mackerel,Nakajima et al. (2014) Can. J. Fish. Aquat. Sci. 71:301-314,0,Japan,Wakasa Bay,35.713471,,,135.726902,,,2006,1,Sni13,1,140,2,0.65,,geo coordinates pulled from place name
Scomberomorus niphonius,Japanese Spanish mackerel,Nakajima et al. (2014) Can. J. Fish. Aquat. Sci. 71:301-314,0,Japan,Wakasa Bay,35.713471,,,135.726902,,,2006,1,Sni21,1,140,2,0.54,,geo coordinates pulled from place name
Scomberomorus niphonius,Japanese Spanish mackerel,Nakajima et al. (2014) Can. J. Fish. Aquat. Sci. 71:301-314,0,Japan,Wakasa Bay,35.713471,,,135.726902,,,2006,1,Sni24,1,140,2,0.846,,geo coordinates pulled from place name
Scomberomorus niphonius,Japanese Spanish mackerel,Nakajima et al. (2014) Can. J. Fish. Aquat. Sci. 71:301-314,0,Japan,Wakasa Bay,35.713471,,,135.726902,,,2006,1,Sni29,1,140,2,0.8,,geo coordinates pulled from place name
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,La Paz,24.2,,,-110.4,,,2007-2008,1,Cli12,1,24,2,0.918,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,La Paz,24.2,,,-110.4,,,2007-2008,1,Cli100,1,24,2,0.809,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,La Paz,24.2,,,-110.4,,,2007-2008,1,SLE013,0,24,2,0.753,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,La Paz,24.2,,,-110.4,,,2007-2008,1,SLE025,0,24,2,0.884,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,La Paz,24.2,,,-110.4,,,2007-2008,1,SLE027,0,24,2,0.754,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,La Paz,24.2,,,-110.4,,,2007-2008,1,SLE028,0,24,2,0.832,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,La Paz,24.2,,,-110.4,,,2007-2008,1,SLE033,0,24,2,0.741,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,La Paz,24.2,,,-110.4,,,2007-2008,1,SLE038,0,24,2,0.854,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,La Paz,24.2,,,-110.4,,,2007-2008,1,SLE045,0,24,2,0.677,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,La Paz,24.2,,,-110.4,,,2007-2008,1,SLE053,0,24,2,0.704,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,La Paz,24.2,,,-110.4,,,2007-2008,1,SLE071,0,24,2,0.422,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,La Paz,24.2,,,-110.4,,,2007-2008,1,SLE077,0,24,2,0.918,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,La Paz,24.2,,,-110.4,,,2007-2008,1,SLE081,0,24,2,0.814,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,La Paz,24.2,,,-110.4,,,2007-2008,1,SLE086,0,24,2,0.742,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,La Paz,24.2,,,-110.4,,,2007-2008,1,SLE089,0,24,2,0.816,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,Mazatlan,23.2,,,-106.4,,,2007-2008,1,Cli12,1,38,2,0.946,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,Mazatlan,23.2,,,-106.4,,,2007-2008,1,Cli100,1,38,2,0.834,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,Mazatlan,23.2,,,-106.4,,,2007-2008,1,SLE013,0,38,2,0.631,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,Mazatlan,23.2,,,-106.4,,,2007-2008,1,SLE025,0,38,2,0.891,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,Mazatlan,23.2,,,-106.4,,,2007-2008,1,SLE027,0,38,2,0.649,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,Mazatlan,23.2,,,-106.4,,,2007-2008,1,SLE028,0,38,2,0.838,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,Mazatlan,23.2,,,-106.4,,,2007-2008,1,SLE033,0,38,2,0.786,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,Mazatlan,23.2,,,-106.4,,,2007-2008,1,SLE038,0,38,2,0.746,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,Mazatlan,23.2,,,-106.4,,,2007-2008,1,SLE045,0,38,2,0.699,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,Mazatlan,23.2,,,-106.4,,,2007-2008,1,SLE071,0,38,2,0.747,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,Mazatlan,23.2,,,-106.4,,,2007-2008,1,SLE077,0,38,2,0.882,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,Mazatlan,23.2,,,-106.4,,,2007-2008,1,SLE081,0,38,2,0.831,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,Mazatlan,23.2,,,-106.4,,,2007-2008,1,SLE086,0,38,2,0.732,,
Sphyrna lewini,Scalloped hammerhead,Nance et al. (2011) PLoS ONE 6:e21459,0,Mexico,Mazatlan,23.2,,,-106.4,,,2007-2008,1,SLE089,0,38,2,0.829,,
