spp,CommonName,Source,Primer,Country,Site,lat_deg,lat_min,lon_deg,lon_min,CollectionYear,NumMarker,MarkerName,CrossSpp,n,Repeat,He,Hese
Acanthopagrus schlegelii,Blackhead seabream,Jeong et al. 2003 Fish Sci,0,Korea,Yosu,34.746549,,127.757163,,,1,Acs3,0,48,2,0.807,
Acanthopagrus schlegelii,Blackhead seabream,Jeong et al. 2003 Fish Sci,0,Korea,Yosu,34.746549,,127.757163,,,1,Acs4,0,50,2,0.791,
Acanthopagrus schlegelii,Blackhead seabream,Jeong et al. 2003 Fish Sci,0,Korea,Yosu,34.746549,,127.757163,,,1,Acs9,0,50,2,0.919,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS107,0,32,2,0.912,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS1088,0,32,2,0.96,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS116,0,32,2,0.965,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS118,0,32,2,0.869,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS144,0,32,2,0.652,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS194,0,32,2,0.671,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS324,0,32,2,0.921,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS356,0,32,2,0.798,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS357,0,32,2,0.874,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS392,0,32,2,0.608,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS409,0,32,2,0.921,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS410,0,32,2,0.921,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS528,0,32,2,0.892,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS546,0,32,2,0.892,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS589,0,32,2,0.921,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS711,0,32,2,0.872,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS756,0,32,2,0.584,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS795,0,32,2,0.897,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS805,0,32,2,0.833,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Buan,35.706377,,126.507339,,,1,AS829,0,32,2,0.946,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS107,0,32,2,0.923,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS1088,0,32,2,0.956,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS116,0,32,2,0.97,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS118,0,32,2,0.87,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS144,0,32,2,0.669,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS194,0,32,2,0.632,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS324,0,32,2,0.912,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS356,0,32,2,0.872,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS357,0,32,2,0.921,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS392,0,32,2,0.647,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS409,0,32,2,0.95,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS410,0,32,2,0.945,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS528,0,32,2,0.86,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS546,0,32,2,0.926,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS589,0,32,2,0.921,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS711,0,32,2,0.888,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS756,0,32,2,0.669,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS795,0,32,2,0.861,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS805,0,32,2,0.839,
Acanthopagrus schlegelii,Blackhead seabream,Kim et al. 2010 Mol Ecol Res,1,South Korea,Namhae,34.863961,,127.925377,,,1,AS829,0,32,2,0.951,
Acanthopagrus schlegelii,Blackhead seabream,Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii,1,China,Qingdao,36.053332,,120.380101,,,1,Bsb_1,0,20,3,0.82,
Acanthopagrus schlegelii,Blackhead seabream,Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii,1,China,Qingdao,36.053332,,120.380101,,,1,Bsb_3,0,20,3,0.69,
Acanthopagrus schlegelii,Blackhead seabream,Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii,1,China,Qingdao,36.053332,,120.380101,,,1,Bsb_4,0,20,3,0.58,
Acanthopagrus schlegelii,Blackhead seabream,Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii,1,China,Qingdao,36.053332,,120.380101,,,1,Bsb_5,0,20,3,0.67,
Acanthopagrus schlegelii,Blackhead seabream,Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii,1,China,Qingdao,36.053332,,120.380101,,,1,Bsb_6,0,20,2,0.62,
Acanthopagrus schlegelii,Blackhead seabream,Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii,1,China,Qingdao,36.053332,,120.380101,,,1,Bsb_7,0,20,3,0.63,
Acanthopagrus schlegelii,Blackhead seabream,Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii,1,China,Qingdao,36.053332,,120.380101,,,1,Bsb_8,0,20,2,0.77,
Acanthopagrus schlegelii,Blackhead seabream,Liu et al. 2007 Mol Ecol Notes 7:1178-1180 Acanthopagrus schlegelii,1,China,Qingdao,36.053332,,120.380101,,,1,Bsb_9,0,20,3,0.71,
Alosa alosa,Allis shad,Faria et al. 2004 Mol Ecol Notes,1,Portugal,River Lima,41.693809,,-8.797674,,,1,Aa14,0,29,2,0.537,
Alosa alosa,Allis shad,Faria et al. 2004 Mol Ecol Notes,1,Portugal,River Lima,41.693809,,-8.797674,,,1,Aa16,0,24,2,0.655,
Alosa alosa,Allis shad,Faria et al. 2004 Mol Ecol Notes,1,Portugal,River Lima,41.693809,,-8.797674,,,1,Aa20,0,29,2,0.763,
Alosa alosa,Allis shad,Faria et al. 2004 Mol Ecol Notes,1,Portugal,River Lima,41.693809,,-8.797674,,,1,Af11,1,29,2,0.469,
Alosa alosa,Allis shad,Faria et al. 2004 Mol Ecol Notes,1,Portugal,River Lima,41.693809,,-8.797674,,,1,Af13,1,30,2,0.332,
Alosa alosa,Allis shad,Faria et al. 2004 Mol Ecol Notes,1,Portugal,River Lima,41.693809,,-8.797674,,,1,Af15,1,30,2,0.342,
Alosa alosa,Allis shad,Faria et al. 2004 Mol Ecol Notes,1,Portugal,River Lima,41.693809,,-8.797674,,,1,Af20,1,27,2,0.805,
Alosa alosa,Allis shad,Faria et al. 2004 Mol Ecol Notes,1,Portugal,River Lima,41.693809,,-8.797674,,,1,Af6,1,30,2,0.241,
Alosa fallax,Twaite shad,Faria et al. 2004 Mol Ecol Notes,1,Portugal,River Lima,41.693809,,-8.797674,,,1,Aa14,1,23,2,0.234,
Alosa fallax,Twaite shad,Faria et al. 2004 Mol Ecol Notes,1,Portugal,River Lima,41.693809,,-8.797674,,,1,Aa16,1,24,2,0.516,
Alosa fallax,Twaite shad,Faria et al. 2004 Mol Ecol Notes,1,Portugal,River Lima,41.693809,,-8.797674,,,1,Aa20,1,23,2,0.582,
Alosa fallax,Twaite shad,Faria et al. 2004 Mol Ecol Notes,1,Portugal,River Lima,41.693809,,-8.797674,,,1,Af11,0,25,2,0.32,
Alosa fallax,Twaite shad,Faria et al. 2004 Mol Ecol Notes,1,Portugal,River Lima,41.693809,,-8.797674,,,1,Af13,0,24,2,0.434,
Alosa fallax,Twaite shad,Faria et al. 2004 Mol Ecol Notes,1,Portugal,River Lima,41.693809,,-8.797674,,,1,Af15,0,23,2,0.606,
Alosa fallax,Twaite shad,Faria et al. 2004 Mol Ecol Notes,1,Portugal,River Lima,41.693809,,-8.797674,,,1,Af20,0,24,2,0.333,
Alosa fallax,Twaite shad,Faria et al. 2004 Mol Ecol Notes,1,Portugal,River Lima,41.693809,,-8.797674,,,1,Af6,0,22,2,0.692,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Netherlands,Den Helder,53.024696,,5.019836,,2004,1,Aa-16,1,50,,0.277,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Netherlands,Den Helder,53.024696,,5.019836,,2004,1,Aa-20,1,50,,0.331,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Netherlands,Den Helder,53.024696,,5.019836,,2004,1,Af-11,1,50,,0.165,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Netherlands,Den Helder,53.024696,,5.019836,,2004,1,Af-13,1,50,,0.285,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Netherlands,Den Helder,53.024696,,5.019836,,2004,1,Af-6,1,50,,0.786,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Netherlands,Den Helder,53.024696,,5.019836,,2004,1,Asa-16,1,50,,0.275,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Netherlands,Den Helder,53.024696,,5.019836,,2004,1,Asa-2,1,50,,0.458,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Netherlands,Den Helder,53.024696,,5.019836,,2004,1,Asa-8,1,50,,0.657,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Netherlands,Den Helder,53.024696,,5.019836,,2004,1,Asa-9,1,50,,0.807,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Nissum Fjord,56.627531,,8.332901,,2004,1,Aa-16,1,49,,0.232,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Nissum Fjord,56.627531,,8.332901,,2004,1,Aa-20,1,50,,0.534,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Nissum Fjord,56.627531,,8.332901,,2004,1,Af-11,1,50,,0.157,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Nissum Fjord,56.627531,,8.332901,,2004,1,Af-13,1,50,,0.462,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Nissum Fjord,56.627531,,8.332901,,2004,1,Af-6,1,50,,0.735,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Nissum Fjord,56.627531,,8.332901,,2004,1,Asa-16,1,50,,0.323,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Nissum Fjord,56.627531,,8.332901,,2004,1,Asa-2,1,50,,0.522,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Nissum Fjord,56.627531,,8.332901,,2004,1,Asa-8,1,50,,0.668,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Nissum Fjord,56.627531,,8.332901,,2004,1,Asa-9,1,50,,0.803,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Randers Fjord,56.716566,,10.411835,,2003,1,Aa-16,1,31,,0.242,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Randers Fjord,56.716566,,10.411835,,2003,1,Aa-20,1,36,,0.445,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Randers Fjord,56.716566,,10.411835,,2003,1,Af-11,1,35,,0.258,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Randers Fjord,56.716566,,10.411835,,2003,1,Af-13,1,35,,0.255,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Randers Fjord,56.716566,,10.411835,,2003,1,Af-6,1,32,,0.789,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Randers Fjord,56.716566,,10.411835,,2003,1,Asa-16,1,36,,0.317,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Randers Fjord,56.716566,,10.411835,,2003,1,Asa-2,1,36,,0.43,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Randers Fjord,56.716566,,10.411835,,2003,1,Asa-8,1,36,,0.671,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Randers Fjord,56.716566,,10.411835,,2003,1,Asa-9,1,35,,0.817,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Ringkobing Fjord,55.991469,,8.230019,,2004,1,Aa-16,1,50,,0.151,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Ringkobing Fjord,55.991469,,8.230019,,2004,1,Aa-20,1,50,,0.331,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Ringkobing Fjord,55.991469,,8.230019,,2004,1,Af-11,1,50,,0.198,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Ringkobing Fjord,55.991469,,8.230019,,2004,1,Af-13,1,50,,0.315,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Ringkobing Fjord,55.991469,,8.230019,,2004,1,Af-6,1,50,,0.782,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Ringkobing Fjord,55.991469,,8.230019,,2004,1,Asa-16,1,50,,0.223,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Ringkobing Fjord,55.991469,,8.230019,,2004,1,Asa-2,1,50,,0.46,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Ringkobing Fjord,55.991469,,8.230019,,2004,1,Asa-8,1,50,,0.592,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Ringkobing Fjord,55.991469,,8.230019,,2004,1,Asa-9,1,50,,0.778,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Wadden Sea,54.800685,,8.507995,,2004,1,Aa-16,1,50,,0.315,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Wadden Sea,54.800685,,8.507995,,2004,1,Aa-20,1,50,,0.461,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Wadden Sea,54.800685,,8.507995,,2004,1,Af-11,1,50,,0.233,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Wadden Sea,54.800685,,8.507995,,2004,1,Af-13,1,50,,0.371,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Wadden Sea,54.800685,,8.507995,,2004,1,Af-6,1,50,,0.697,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Wadden Sea,54.800685,,8.507995,,2004,1,Asa-16,1,50,,0.222,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Wadden Sea,54.800685,,8.507995,,2004,1,Asa-2,1,50,,0.449,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Wadden Sea,54.800685,,8.507995,,2004,1,Asa-8,1,50,,0.601,
Alosa fallax,Twaite shad,Volk et al. 2007 J Fish Bio,0,Denmark,Wadden Sea,54.800685,,8.507995,,2004,1,Asa-9,1,50,,0.811,
Alosa sapidissima,American shad,Brown et al. 2000 Cons Bio,0,USA,"Pamunkey River, VA 1997",37.562677,,-77.001829,,1997,1,Asa-2,0,133,3,0.91,
Alosa sapidissima,American shad,Brown et al. 2000 Cons Bio,0,USA,"Pamunkey River, VA 1997",37.562677,,-77.001829,,1997,1,Asa-4,0,133,3,0.69,
Alosa sapidissima,American shad,Brown et al. 2000 Cons Bio,0,USA,"Pamunkey River, VA 1997",37.562677,,-77.001829,,1997,1,Asa-6,0,133,3,0.81,
Alosa sapidissima,American shad,Brown et al. 2000 Cons Bio,0,USA,"Pamunkey River, VA 1997",37.562677,,-77.001829,,1997,1,Asa-8,0,133,4,0.81,
Alosa sapidissima,American shad,Brown et al. 2000 Cons Bio,0,USA,"Pamunkey River, VA 1997",37.562677,,-77.001829,,1997,1,Asa-9,0,133,2,0.77,
Alosa sapidissima,American shad,Julian & Bartron 2007 Mol Ecol Notes,1,USA,"Conowingo dam, Susquehanna River, PA",39.662271,,-76.176639,,,1,AsaB020,0,96,3,0.823,
Alosa sapidissima,American shad,Julian & Bartron 2007 Mol Ecol Notes,1,USA,"Conowingo dam, Susquehanna River, PA",39.662271,,-76.176639,,,1,AsaC010,0,95,4,0.853,
Alosa sapidissima,American shad,Julian & Bartron 2007 Mol Ecol Notes,1,USA,"Conowingo dam, Susquehanna River, PA",39.662271,,-76.176639,,,1,AsaC051,0,95,4,0.871,
Alosa sapidissima,American shad,Julian & Bartron 2007 Mol Ecol Notes,1,USA,"Conowingo dam, Susquehanna River, PA",39.662271,,-76.176639,,,1,AsaC059,0,95,4,0.848,
Alosa sapidissima,American shad,Julian & Bartron 2007 Mol Ecol Notes,1,USA,"Conowingo dam, Susquehanna River, PA",39.662271,,-76.176639,,,1,AsaC249,0,93,4,0.948,
Alosa sapidissima,American shad,Julian & Bartron 2007 Mol Ecol Notes,1,USA,"Conowingo dam, Susquehanna River, PA",39.662271,,-76.176639,,,1,AsaC334,0,93,4,0.877,
Alosa sapidissima,American shad,Julian & Bartron 2007 Mol Ecol Notes,1,USA,"Conowingo dam, Susquehanna River, PA",39.662271,,-76.176639,,,1,AsaD021,0,96,4,0.846,
Alosa sapidissima,American shad,Julian & Bartron 2007 Mol Ecol Notes,1,USA,"Conowingo dam, Susquehanna River, PA",39.662271,,-76.176639,,,1,AsaD029,0,92,4,0.8,
Alosa sapidissima,American shad,Julian & Bartron 2007 Mol Ecol Notes,1,USA,"Conowingo dam, Susquehanna River, PA",39.662271,,-76.176639,,,1,AsaD030,0,96,4,0.926,
Alosa sapidissima,American shad,Julian & Bartron 2007 Mol Ecol Notes,1,USA,"Conowingo dam, Susquehanna River, PA",39.662271,,-76.176639,,,1,AsaD031,0,95,4,0.81,
Alosa sapidissima,American shad,Julian & Bartron 2007 Mol Ecol Notes,1,USA,"Conowingo dam, Susquehanna River, PA",39.662271,,-76.176639,,,1,AsaD042,0,90,4,0.9,
Alosa sapidissima,American shad,Julian & Bartron 2007 Mol Ecol Notes,1,USA,"Conowingo dam, Susquehanna River, PA",39.662271,,-76.176639,,,1,AsaD055,0,95,4,0.743,
Alosa sapidissima,American shad,Julian & Bartron 2007 Mol Ecol Notes,1,USA,"Conowingo dam, Susquehanna River, PA",39.662271,,-76.176639,,,1,AsaD278,0,90,4,0.827,
Alosa sapidissima,American shad,Julian & Bartron 2007 Mol Ecol Notes,1,USA,"Conowingo dam, Susquehanna River, PA",39.662271,,-76.176639,,,1,AsaD312,0,96,4,0.88,
Alosa sapidissima,American shad,Julian & Bartron 2007 Mol Ecol Notes,1,USA,"Conowingo dam, Susquehanna River, PA",39.662271,,-76.176639,,,1,AsaD392,0,94,4,0.874,
Alosa sapidissima,American shad,Julian & Bartron 2007 Mol Ecol Notes,1,USA,"Conowingo dam, Susquehanna River, PA",39.662271,,-76.176639,,,1,AsaD429,0,95,4,0.827,
Apogon imberbis,Cardinal fish,Galarza et al. 2009 PNAS,0,Spain,Blanes,41.639129,,2.803139,,2004-2007,1,Aimb14,0,47,,0.836,
Apogon imberbis,Cardinal fish,Galarza et al. 2009 PNAS,0,Spain,Blanes,41.639129,,2.803139,,2004-2007,1,Aimb2,0,46,,0.843,
Apogon imberbis,Cardinal fish,Galarza et al. 2009 PNAS,0,Spain,Blanes,41.639129,,2.803139,,2004-2007,1,Aimb28,0,47,,0.749,
Apogon imberbis,Cardinal fish,Galarza et al. 2009 PNAS,0,Spain,Blanes,41.639129,,2.803139,,2004-2007,1,Aimb29,0,45,,0.873,
Apogon imberbis,Cardinal fish,Galarza et al. 2009 PNAS,0,Spain,Blanes,41.639129,,2.803139,,2004-2007,1,Aimb41,0,46,,0.872,
Apogon imberbis,Cardinal fish,Galarza et al. 2009 PNAS,0,Spain,Blanes,41.639129,,2.803139,,2004-2007,1,Aimb74,0,47,,0.728,
Apogon imberbis,Cardinal fish,Galarza et al. 2009 PNAS,0,Spain,Cabo de Gata,36.796005,,-1.999236,,2004-2007,1,Aimb14,0,48,,0.879,
Apogon imberbis,Cardinal fish,Galarza et al. 2009 PNAS,0,Spain,Cabo de Gata,36.796005,,-1.999236,,2004-2007,1,Aimb2,0,48,,0.805,
Apogon imberbis,Cardinal fish,Galarza et al. 2009 PNAS,0,Spain,Cabo de Gata,36.796005,,-1.999236,,2004-2007,1,Aimb28,0,48,,0.723,
Apogon imberbis,Cardinal fish,Galarza et al. 2009 PNAS,0,Spain,Cabo de Gata,36.796005,,-1.999236,,2004-2007,1,Aimb29,0,47,,0.901,
Apogon imberbis,Cardinal fish,Galarza et al. 2009 PNAS,0,Spain,Cabo de Gata,36.796005,,-1.999236,,2004-2007,1,Aimb41,0,48,,0.841,
Apogon imberbis,Cardinal fish,Galarza et al. 2009 PNAS,0,Spain,Cabo de Gata,36.796005,,-1.999236,,2004-2007,1,Aimb74,0,47,,0.644,
Apogon imberbis,Cardinal fish,Galarza et al. 2009 PNAS,0,Spain,Herradura,36.685347,,-3.744917,,2004-2007,1,Aimb14,0,32,,0.876,
Apogon imberbis,Cardinal fish,Galarza et al. 2009 PNAS,0,Spain,Herradura,36.685347,,-3.744917,,2004-2007,1,Aimb2,0,32,,0.771,
Apogon imberbis,Cardinal fish,Galarza et al. 2009 PNAS,0,Spain,Herradura,36.685347,,-3.744917,,2004-2007,1,Aimb28,0,32,,0.79,
Apogon imberbis,Cardinal fish,Galarza et al. 2009 PNAS,0,Spain,Herradura,36.685347,,-3.744917,,2004-2007,1,Aimb29,0,32,,0.879,
Apogon imberbis,Cardinal fish,Galarza et al. 2009 PNAS,0,Spain,Herradura,36.685347,,-3.744917,,2004-2007,1,Aimb41,0,32,,0.866,
Apogon imberbis,Cardinal fish,Galarza et al. 2009 PNAS,0,Spain,Herradura,36.685347,,-3.744917,,2004-2007,1,Aimb74,0,31,,0.727,
